genre,song_name,artist,lyric
랩/힙합,Boogie On & On,빈지노 (Beenzino),"난 괜찮아
내일 아침에 소파 위에 시체가
되어 이름 모르는 너와 어색한
사이가 되어도
I don't care at all
let's smoke drink boogie on and on
boogie on and on
오늘은 생각도 긴 말도
필요하지 않아 풀어 긴장 좀
잃어가는 시간이 너무 아까워
꽉 매 너의 신발끈
지각생 엎드려 뻗쳐
너에게 줄 성적은 없어
여선생들은 열정이 넘치는
날 가르치느라 엎드려줬어
입김이 서린 잔을 건넨 뒤
괜히 물어봐 지금이 몇 신지
그 다음엔
why don't u and yo friends
get with me and my friends
일행이 몇 명이니
LET'S BOOGIE ON AND ON
내일 우리가 서로 기억 못 해도
지금 이 무르익은 분위기는
멈추지 말고 가만히 내비둬 고대로
난 괜찮아
내일 아침에 소파 위에 시체가
되어 이름 모르는 너와 어색한
사이가 되어도
I don't care at all
let's smoke drink boogie on and on
boogie on and on
내일 걱정은 뒤에 해
일단 이 느낌을 이해해
언제 또 올지 모르는 놀 기회에
초집중을 해
girl swing that ass
몇 번의
eye contact
I saw you you saw me
그럼
내가 먼저 말 걸게
난 너를 알고 싶어
지금 우리 둘 주위를 둘러봐
왕따들은 바쁘게 눈이 굴러가
걔네들은 죽어도
우리 둘을 못 봐
지금이야
지금 내 목에 팔을 둘러봐
너만 괜찮다면 너의 허리에
내 손을 올릴게 넌 어때
난 괜찮아
내일 아침에 소파 위에 시체가
되어 이름 모르는 너와 어색한
사이가 되어도
I don't care at all
let's smoke drink boogie on and on
boogie on and on
너도 내일 아침에
날 기억 못해도 돼
물이든 술이든
u can sip and smoke it away
I don't give a F about tommorow
cuz it's sunday
bring up all ya cool kids
and just hop on to this music
너도 내일 아침에
날 기억 못해도 돼
물이든 술이든
u can sip and smoke it away
I don't give a F about tommorow
cuz it's sunday
bring up all ya cool kids
and just hop on to this music"
랩/힙합,"TV를 껐네... (Feat. t윤미래, 권정열 Of 10cm)",리쌍,가사없음
랩/힙합,몽환의 숲 (Feat. 이루마),키네틱 플로우,"이 새벽을 비추는 초생달
오감보다 생생한 육감의 세계로
보내주는 푸르고 투명한 파랑새
술취한 몸이 잠든 이 거릴
휘젓고 다니다 만나는
마지막 신호등이
뿜는 붉은 신호를 따라
회색 거리를 걸어서
가다보니 좀 낯설어
보이는 그녀가
보인적 없던 눈물로 나를 반겨
태양보다 뜨거워진 나
그녀의 가슴에 안겨
창가로 비친 초승달
침대가로 날아온
파랑새가 전해준
그녀의 머리핀을 보고 눈물이
핑돌아 순간 픽하고
나가버린 시야는
오감의 정전을 의미 이미
희미해진 내 혼은
보라빛 눈을 가진
아름다운 그녀를
만나러 파랑새를 따라
몽환의 숲으로 나는 날아가
단 둘만의 가락에 오감의 나락에
아픔은 잊어버리게
내 손은 그녀의 치마자락에
하늘에 날린 아드레날린
하나도 화날일 없는 이곳은
그녀와 나
파랑새만이 육감의 교감으로
오감따위는 초월해버린
기적의 땅
쉿 몽환의 숲
하늘에 날린 아드레날린
하나도 화날일 없는 이곳은
그녀와 나
파랑새만이 육감의 교감으로
오감따위는 초월해버린
기적의 땅
쉿 몽환의 숲
얼만큼의 시간이 지났는지 몰라
허나 한숨자고 깨어봐도 여전히
니 품안이라는게 꼬집어봐도
꿈이 아니라는게 행복해 만족해
잠시보이는 무지개같은
사랑이라 해도
흩어질 잊혀질 구름이라 해도
터질듯해
내 감정은 머리로는 못해 이해를
스위치가 내려진 세상이
정신 건강의 도우미
그녈 마시고 취할거야
번지수는 몽환의 숲
몽환의 숲에는
술파는 곳은 없어도
맘만먹으면 취할수있고
나뭇잎은 하늘색
하늘은 연두색 눈빛은 보라색
오감의 현실과는 모든게 다
정반대지만 너무나
몽롱한 영롱한 그녀 눈빛속에
난 춤을 추고 지저귀는 파랑새
5계절 24달 아사달과 아사녀의
아픔 따위는 없는곳
몽환의 숲
하늘에 날린 아드레날린
하나도 화날일 없는 이곳은
그녀와 나
파랑새만이 육감의 교감으로
오감따위는 초월해버린
기적의 땅
쉿 몽환의 숲
하늘에 날린 아드레날린
하나도 화날일 없는 이곳은
그녀와 나
파랑새만이 육감의 교감으로
오감따위는 초월해버린
기적의 땅
쉿 몽환의 숲
하늘에 날린 아드레날린
하나도 화날일 없는 이곳은
그녀와 나
파랑새만이 육감의 교감으로
오감따위는 초월해버린
기적의 땅
쉿 몽환의 숲
하늘에 날린 아드레날린
하나도 화날일 없는 이곳은
그녀와 나
파랑새만이 육감의 교감으로
오감따위는 초월해버린
기적의 땅
쉿 몽환의 숲
아직 남은 얘기들은
여기 두고갈께
나는 다음달을 기약하며
아픈 가슴 추스린후
그리지 못하는 그림이라도
널 머리에 그리기엔 충분해
매일을 흥분에 차 보낼
모습이 눈에 훤해
다시 만나는 날엔
파랑새는 보내지 않아도 돼
그전에 눈앞에 나타나
꽉 안아 줄꺼야
오감의 세계에선
오 감히 볼수없었던
너와 나 단 둘만의 Paradise
내 손목시계바늘의 끝은
시간의 흐름의 그늘에
몸을 가린채
숲에서의 5계절 24달을 사흘로
쪼개도 혼을 녹이는 마지막 키스
포개지는 입술 적시는 아침이슬
절대로 있을수없는
이야기는 아닌 이야기
눈앞에 아른 아른거리는
아름다운 그대여
초승달이 뜨는 밤에는
파랑새를 보내주오
사랑하는 My dear"
랩/힙합,눈물샤워 (Feat. 에일리),배치기,"그대 눈에 보였죠
넘실거리는 슬픈 내 눈물이
아직 가슴에 차고 남아
한없이 두볼에 흐르고 있죠
지지리도 궁상이지
애써 짓는 미소조차
이리 울상인지
글썽이는 두눈에 맺힌
내 처량한 모습 이리 불쌍한지
자꾸 멍해져
목젖부터 울컥거리는게
툭치면 눈물이 쏟아질 것 같애
내가 나를 알기에
널 잡지 못했던 후회속에
질질 짜는 못난 놈
왜 난 너에게 좀 더 나은 사람이
될 수 없었는지에 대한 한탄 속에
왜 난 떠나가는 너의 뒷모습을
바라보기만 할 수밖에 없던
자책 속에
마지막엔 알아야 했어
너의 이기적인 가슴은
다른 설레임을 원한 걸
우는 와중에도 밥은 넘기는거 보니
그래도 계속 살고 싶긴 한가보네
그대 눈에 보였죠
넘실거리는 슬픈 내 눈물이
아직 가슴에 차고 남아
한없이 두볼에 흐르고 있죠
아무 일 없는 듯 웃고 싶어요
날 감싸는 추억이 또 날 붙잡죠
이 눈물이 그대의 두눈에도
흐르고 있을까요
처음엔 한방울 한방울
그러다 왈칵 쏟아지며 한참을
쥐뿔도 뭐 없는 내 꼴을 알기에
아쉬움도 갖지 못해 한탄을
아직도 남은 네 존재를
억지로 떨궈낸 내 속이 타는데
냉정히 날 두고 떠나갈만큼
나 형편없는 남자였나
기다려달란 말도 지친다
기약없는 말
더는 널 묶어둘 자신도
모면할 핑계도 댈 수가 없어서
더 감추지 못한 채
모자란 모습만 네게 보이고 마는
내 지지리도 못나고
꼬질한 내 모습
눈물로 씻어내 보낸다
그대 눈에 보였죠
넘실거리는 슬픈 내 눈물이
아직 가슴에 차고 남아
한없이 두볼에 흐르고 있죠
애꿎은 눈물만 흘리는 날 놔줘
네 품이 아닌 곳에 이제 날 놔줘
후회와 지나간 날들의 기억속에 갇혀
가슴 아픈 나
청승맞게 불 꺼놓고
이불을 머리 끝까지 덮어놓고
베개 위에 얼굴 엎어 놓고
샤워해 샤워 눈물샤워
청승맞게 불 꺼놓고
이불을 머리 끝까지 덮어놓고
베개 위에 얼굴 엎어 놓고
샤워해 샤워 눈물샤워
그대 눈에 보였죠
넘실거리는 슬픈 내 눈물이
아직 가슴에 차고 남아
한없이 두볼에 흐르고 있죠"
랩/힙합,광대 (Feat. B.M.K),리쌍,"오 내가 웃고 있나요
think it's funny
모두 거짓이겠죠
think it's funny
날 보는 이들의 눈빛 속에는 oh
슬픔이 젖어있는데
don't you worry 헤이
내 이름은 광대
내 직업은 수많은관객
그 앞에 웃음을 파는 일
슬퍼도 웃으며
내 모습을 감추는게 철칙
오 이런 내 처질 손가락질 하며
날 모욕해도
더 크게 웃고 난 땀으로 목욕하고
음악이 꺼지고 막이 내리고
밤이 오면 별빛에 몸을 씻고
눈부시게 광낸 구두를 신고
달에게 청혼하듯 손을 내밀어
얼음 위를 미끄러지듯 앞으로 달려
아무도 아무도 모르게
조용히 흐르는
이 시간에 외롭게홀로 핀
꽃 한 송이에 난 반해
사랑을 나누려 나는 간다네
세상을 넘어 시간을 멈추고
세상을 넘어 신나게 춤을 춰봐
세상을 넘어 모두가
같은 높이에서 그래 그래 그렇게
오 내가 웃고 있나요
think it's funny
모두 거짓이겠죠
think it's funny
날 보는 이들의 눈빛 속에는 oh
슬픔이 젖어있는데
don't you worry 헤이
무대 위에 서면
우린 때론 정반대
내가 관객이 돼
사람들의 얼굴에 상상의 그림을 그려
물감을 뿌려 저 불타는
이십대의 청춘은 내일이면
이 사회의 첫 줄을 이력서 쓰며
인생을 시험보고
저 순진한 사랑의
초보 애인있는 남자와 눈 맞어
사랑에 빠져 슬픔을 기다리네
come on baby
너와 나 모두 왕의 옷을 입어도
신하가 되버리는 현실에
혼신에 힘을 다해
헌신에 오늘 술 한잔하면
내일은 물 한잔으로 버텨야하지만
일단은 오늘 또 마시네
아픔이 싹 가시네
세상을 넘어 시간을 멈추고
세상을 넘어 신나게 춤을 춰봐
세상을 넘어 모두가 같은 높이에서
그래 그래 그렇게 예
오 내가 웃고 있나요
Think It's smile
모두 거짓이겠죠
Think It's smile
날 보는 이들의 눈빛 속에는 Oh
슬픔이 젖어 있는데
Don′t you worry
오 내가 웃고 있나요
Think It's smile
모두 거짓이겠죠
Think It's smile
날 보는 이들의 눈빛 속에는 Oh
슬픔이 젖어 있는데
Don′t you worry Hey"
랩/힙합,Missing You (Feat. 김윤아 Of 자우림),G-DRAGON,"Yeah
아무 생각 없이 평소와 같이
보통 사람들과 만나 웃고 말하지
밤이 되면 TV가 내 유일한 친구고
아침해가 떠오르면은
그제서야 잠이 들죠
너무 초라해 나 널 많이 좋아했나봐
네가 떠난 후 파란 하늘 내 눈엔
노랗게만 보여
그댄 어디서 아파해요 나 여기 있어
아님 혹시 다른 사람과 다른
사랑하니 보고싶어 my baby
내 맘은 이리 울적한데 말할
사람이 없다
나도 가끔 활짝 웃고 싶은데
곁엔 아무도 없다
Maybe i'm missing you oh oh
Maybe i'm missing you oh oh
Maybe i'm missing you oh oh
Maybe i'm missing you
그땐 그랬지
우리사인 투명하고 깨끗했지
처음에는 애틋했지
다들 그래 알면서 왜 그랬지
why 갈수록 유리 깨지듯
손에 낀 반지가 빛 바래지듯
날카로운 칼에 베이듯
속박이란 사슬에 목이 죄이듯
늘 좋을 줄 만 알았던
너와의 기억도
풀리지 않던 오해 및 상처만 남아
싫어도 헤어져란 말은
끝까지 참았어야만 했는데
그래도 싸우고 다투던
그때가 지금보단 나았을텐데
내 맘은 이리 울적한데 말할
사람이 없다
나도 가끔 활짝 웃고 싶은데
곁엔 아무도 없다
Maybe i'm missing you oh oh
Maybe i'm missing you oh oh
Maybe i'm missing you oh oh
Maybe i'm missing you
나는 아직도 매일 눈을 뜨면
네가 옆에 있는 것만 같아
우리 함께했던 많은 시간들
되돌릴 순 없나 아 아 아
내 맘은 이리 울적한데 말할
사람이 없다
나도 가끔 활짝 웃고 싶은데 곁엔
아무도 없다 아 아 아 아
내 맘은 이리 울적한데 말할
사람이 없다
나도 가끔 활짝 웃고 싶은데
곁엔 아무도 없다
Maybe i'm missing you oh oh
Maybe i'm missing you oh oh
Maybe i'm missing you oh oh
Maybe i'm missing you"
랩/힙합,바람이나 좀 쐐 (Feat. 우혜미),개리,"나가서 바람이나 좀 쐐
아무도 찾지 않는 곳에
조금 슬퍼 보이면 어때
너만 그런 게 아닐 텐데
때로는 lonely lonely lonely
때로는 lonely lonely lonely
나가서 바람이나 좀 쐐
아무도 찾지 않는 곳에
너와 헤어지고 난 후에 한번에 관계
역시 넌 최고였어
사랑을 할 땐 감동밖에
누가 널 만나게 될진 모르겠지만
그 자식 운이 텄네
그래 슬픈 생각보단
오히려 이렇게 쿨한게 편해
열 편의 영화 열 번의 취함
열 명의 위로와 열 번의 낮과 밤
그걸로 충분하면 좋겠어
지금 이 힘든 이별을 견디는 시간
많은 일들과 작은 웃음들
억지로 만들어가며 적응하는 중
좋은 것만 생각해
그래야 좀 맘이 편해
어차피 사랑도 세월 따라 다 변해
추억 같은 노래
그래 어쩌면 지금 내게 필요한 건
힘이 들 때마다
네가 항상 웃으면서 내게 했던 그 말
나가서 바람이나 좀 쐐
아무도 찾지 않는 곳에
조금 슬퍼 보이면 어때
너만 그런 게 아닐 텐데
때로는 lonely lonely lonely
때로는 lonely lonely lonely
나가서 바람이나 좀 쐐
아무도 찾지 않는 곳에
사랑은 가고
난 그냥 또 혼자 사는 남자
라면 물 맞추기 선수
가끔씩은 혼잣말하며
외로운 소파와 함께 살아
잠이 들기 전엔 TV 드라마 혹은 영화
네가 없이도 시간은 잘도 흘러가고
너의 연락 없는 전화는 그냥 꺼놔
아마 내일도 그러겠지만
알게 뭐야 끝난 거야
이미 우리 사랑은 죽었고
이별은 춥고 가슴 아픈 평화
또 때로는 무서운 밤의
긴 침묵 같은 거야
이별이 그런 거지 뭐
멀쩡하다가도 울컥하는
실컷 미워하다가 눈물 참는 거
밤이 되면 높은 빌딩
깜박거리는 빨간 불빛
그처럼 네가 떠올라 더 지쳐가는 거
이별은 그런 거야 이별은 그런 거야
멀쩡하다가도 울컥 하는 거
이별은 그런 거야 이별은 그런 거야
실컷 미워하다가도 눈물 참는 거
나가서 바람이나 좀 쐐
아무도 찾지 않는 곳에
조금 슬퍼 보이면 어때
너만 그런 게 아닐 텐데
때로는 lonely lonely lonely
때로는 lonely lonely lonely
나가서 바람이나 좀 쐐
이제는 내가 없는 곳에
나가서 바람이나 좀 쐐
조금 슬퍼 보이면 어때
나가서 바람이나 좀 쐐
조금 슬퍼 보이면 어때"
랩/힙합,착해 빠졌어 (Stupid In Love),"소유 (SOYOU), 매드클라운","니 입술이 나를 욕해도
난 아니 아니야
니 마음이 나를 접어도
난 아니 아니야
내 눈물의 의미를 왜 몰라
끝내자는 게 아니야
안아 달란 말이야
평소완 다른 말투
심장이 시큰해
난 니가 낯설었고
비가 내릴 듯 하늘은 시커메
반복된 실망과 다툼 속
서론 지쳤고
넌 아마도 오늘 여기서 내게 꼭
이별을 말할 것 같아
순간 가슴에 불지른 듯
나도 모르게 소리쳤지
밀치고 부딪히고
널 보며 진저리 쳤지
너 왜 그렇게 슬픈 눈을 하고서
날 쳐다보고만 있어
항상 그랬지
난 모질고 넌 지겹게 착해 빠졌어
니 입술이 나를 욕해도
난 아니 아니야
니 마음이 나를 접어도
난 아니 아니야
내 눈물의 의미를 왜 몰라
끝내자는 게 아니야
안아 달란 말이야
혼자 아닌 둘이라
넌 더 외롭다 했어
슬픈 표정으로 넌 물었지
내 말 이해 할 수 있어
난 귀찮고 바쁘단 핑계로
널 짐처럼 취급했지
믿음은 플라스틱처럼 부러져
니 의심 지긋지긋했지
그리고 너희 집 앞
바래다준 마지막에
어김없이 폭탄 터졌지
참 더럽게도 징하게
서롤 밀쳤고 욕을 뱉고
우린 미쳤고
now we can't go back
누군가 그랬지
계절은 이별을 데리고 오네
계속 그렇게 거친 말 해
다신 안볼 듯 상처를 내봐
어차피 끝낼 맘이면
좀 더 제대로 나쁜 척해봐
너 짜증나게 굴지마
누굴 만나든 잘 살테니까
뒤늦게 다시 날 찾을 때
난 절대로 거기 없으니까
그냥 꺼지라 했지
울먹이는 니 모습 지겨워서
바보같이
아파하는 그 꼴 봐주기 힘겨워서
미안해 할 것 없어
주저하지 말고 말해 어서
이별의 순간 난 여전히 못났고
넌 끝까지 착해빠졌어
헤어지잔 말이 아니야
난 아니 아니야
싫어졌다는 말이 아니야
난 아니 아니야
내 눈물의 의미를 왜 몰라
잡아달란 말이야
안아달란 말이야
가지마 내 눈에 써놨잖아
내 눈물이 말하잖아
멀어져가는 우리
바라보기만 할 뿐 잡지 않아
길었던 연애의 끝
서로의 마음은 닿지 않아
제발 예전의 너로 돌아와
가지마 가지마
이제 끝낼 시간
somebody got to say goodbye
미안해 난 널 더는 사랑 하지 않아
진심 와 닿지 않아
만질 수 없고 볼 수 없어
아무것도 느낄 수 없어
괜찮아 날 욕해
넌 왜 끝까지 멍청하게
그리 착해 빠졌어
서로의 맘 헤프게 떠들며
그저 시간만 끌었지
너는 언제나 최선을 다했고
난 언제나 너의 최악이었지
알아 너가 더 참고
더 울고 더 외로웠어
이별의 순간 난 여전히 못났고
끝내 널 잡지 못했어
평소완 다른 말투 심장이 시큰해
난 니가 낯설었고
비가 내릴 듯 하늘은 시커메
반복된 실망과 다툼 속
서론 지쳤고
넌 아마도 오늘 여기서 내게 꼭
이별을 말할 것 같아"
랩/힙합,사람냄새,"정인, 개리","이마가 훤히 보이게
뒤로 묶은 머리카락
걸을 때마다 찰랑찰랑
매끈한 다리를 감싼 바지 끝단
아래로 가벼운 운동화
모든 게 심플하지만
아름다움이 풍겨와
또 어딜 가든 예의 바른 행동과
미소와 말툰 내 거친
생각마저 상냥하게
만들어 넌 마치
내 심장 위에 타투
숨통이 막히도록 차있어
내 가슴 가득
우리 함께 밤을 보낸 다음
이불 끝자락에 남은
너의 향기에 난 취해 잠을 자
새하얀 너의 살을 부드러운 뺨을
마음껏 품은 다음
밤새도록 괴롭히고파
돈 보다 자기 삶을 즐기며 살 줄 아는
평범치 않은 아름다운
매력의 소유자
사람냄새가 나 이 복잡한 세상
넌 마치 때 타지 않은 자연산
사람냄새가 나서 니가 너무 좋아져
어설픈 외모가 왠지 더 끌려 난
우물쭈물 하다가 너를 놓칠까 봐
난 미칠 것 만 같아
진흙탕을 달리는 마차처럼 막 살아
왠지 거칠어 보이지만 막상
뜯어보면 상처 많은 남자
공장 굴뚝의 연기처럼
흘러가는 대로 살아왔지 혼자
땀내나게 일해 쌀과
돈은 넘쳐났지만
함께 나누고픈 사랑을
못 찾았지 난
하지만 넌 좀 달라
마치 LP처럼 사람 손을
그리워할 줄 아는 여자
힘든 하루하루 나는
너를 알고 난 후
모든 것들이 다시
제자리로 돌아가
힘든 하루하루 나는
너를 알고 난 후
모든 것이 다 숨을 쉬며 살아가
사람냄새가 나서
니가 너무 좋아져
어설픈 외모가 왠지 더 끌려 난
우물쭈물 하다가 너를 놓칠까 봐
난 미칠 것 만 같아
하늘이 하늘답게 보여지듯이
바람이 바람답게 느껴지듯이
있는 그대로의 니 모습
꾸며지지 않은 니 모습
그 아름다움에 빠져들어
사람냄새가 나서
니가 너무 좋아져
어설픈 외모가 왠지 더 끌려 난
우물쭈물 하다가 너를 놓칠까 봐
난 미칠 것 만 같아
사람냄새가 나서
니가 너무 좋아져
어설픈 외모가 왠지 더 끌려 난
우물쭈물 하다가 너를 놓칠까 봐
난 미칠 것 만 같아"
랩/힙합,상남자 (Boy In Luv),방탄소년단,"되고파 너의 오빠
너의 사랑이 난 너무 고파
되고파 너의 오빠
널 갖고 말 거야 두고 봐
왜 내 맘을 흔드는 건데
왜 내 맘을 흔드는 건데
왜 내 맘을 흔드는 건데
흔드는 건데 흔드는 건데
아빠 아빤 대체 어떻게
엄마한테 고백한 건지
편지라도 써야 될런지
뭔지 니 앞에서 난 먼지
괜히 틱틱대고 씩씩대고
징징대게 돼
나는 진지한데 찌질하게
시비나 걸게 돼
뭔데 신경 쓰여
다 큰 날 애로 만들어
거꾸로 뒤집을껴 인연을 연인으로
대학까지도 너랑 간다면
참 잘 갈 것 같아
가나다라마바사아 하쿠나마타타
똑같은 프로필 사진 왜 자꾸
확인할까
그렇다고 착각하지마
쉬운 남자 아냐
안달 났어 나 안달 났어
니가 뭔데
너만 잘났어
왜 나를 자꾸 놀려 놀려
너 이제 그만 hol' up hol' up
꽉 잡아 날 덮치기 전에
내 맘이 널 놓치기 전에
Say what you want
Say what you want
니가 진짜로 원하는 게 뭐야
꽉 잡아 날 덮치기 전에
내 맘이 널 놓치기 전에
Say what you want
Say what you want
니가 진짜로 원하는 게 뭐야
왜 내 맘을 흔드는 건데
왜 내 맘을 흔드는 건데
왜 내 맘을 흔드는 건데
흔드는 건데 흔드는 건데
겉으론 bad bad girl
속은 더 bad bad girl
나 같은 남잘 놓치면 후회하게 될 걸
메신저 확인해놓고 누르지 않는
너의 행위
1 자리 없어 짐과 동시에 속만
타지 네비게이션이나 살까 봐
빠름 빠름 빠름 어필하려고 계속
난 아둥 바둥 바둥
진심 I got 'em 뒷심 I got 'em
내가 유일하게 갖지 못한 건 너의
아름 아름 다움
이 내가 어떻게 변하면 되겠니
hol' up
밀당 어장 그런 거 난 잘 몰러
대신 아프면 119 말고 날 불러
니가 울라면 울어 웃으라면 웃어
구르라면 굴러
안달 났어 나 안달 났어
니가 뭔데
너만 잘났어
왜 나를 자꾸 놀려 놀려
너 이제 그만 hol' up hol' up
꽉 잡아 날 덮치기 전에
내 맘이 널 놓치기 전에
Say what you want
Say what you want
니가 진짜로 원하는 게 뭐야
꽉 잡아 날 덮치기 전에
내 맘이 널 놓치기 전에
Say what you want
Say what you want
니가 진짜로 원하는 게 뭐야
되고파 너의 오빠
너를 향한 나의 마음을 왜 몰라
나를 모른 척해도 차가운 척해도
널 밀어내진 못하겠어
되고파 너의 오빠
너의 남자가 될 거야 두고 봐
나의 마음이 네게 닿도록
지금 달려갈 거야
꽉 잡아 날 덮치기 전에
내 맘이 널 놓치기 전에
Say what you want
Say what you want
니가 진짜로 원하는 게 뭐야
꽉 잡아 날 덮치기 전에
내 맘이 널 놓치기 전에
Say what you want
Say what you want
니가 진짜로 원하는 게 뭐야"
랩/힙합,여름 안에서,듀스,"언제나 꿈꿔 온 순간이
여기 지금 내게 시작되고 있어
그렇게 너를 사랑했던
내 마음을 넌 받아 주었어
오 내 기분만큼 밝은 태양과
시원한 바람들이 내게 다가와
나는 이렇게 행복을 느껴
하늘은 우릴 항해 열려 있어
그리고 내곁에는 니가 있어
환한 미소와 함께 서 있는
그래 너는 푸른 바다야

같은 시간 속에 이렇게
함께 있는 것만으로도 난 좋아
행복한 미소에 니얼굴
나 더이상 무얼 바라겠니
저 파란 하늘아래서 너와 나
여기 이렇게 사랑하고 있어
나는 이렇게 행복을 느껴
하늘은 우릴 항해 열려 있어
그리고 내곁에는 니가 있어
환한 미소와 함께 서 있는
그래 너는 푸른 바다야

더이상 슬픔은 없는 거야
지금 행복한 너와나
태양 아래 우린 서로가
사랑하는걸 알아
하늘은 우릴 항해 열려 있어
그리고 내곁에는 니가 있어
환한 미소와 함께 서 있는
그래 너는 푸른 바다야
하늘은 우릴 항해 열려 있어
그리고 내곁에는 니가 있어
환한 미소와 함께 서 있는
그래 너는 푸른 바다야
너는 푸른 바다야
난 너를 사랑해
난 너를 사랑해

난 너를 사랑해
난 너를 사랑해"
랩/힙합,Bk Love,MC 스나이퍼,"나의 마음 알고 있었니
정말로 너만을 생각하며
지냈던 날들
하지만 너에 대한 마음이
커지면 커질수록
나는 더욱더
힘들어해야만 했어
불안에 떨어야만 했어
이제는 내 자신이 지쳤어
너를 볼 자신이 없어
그래 비겁하게
너에게 등을 보이고
도망가려 하는
내 자신이 너무도 싫어
하지만 나는 너무 늦게
알아버린 거야
내가 너를 좋아한다는 걸
알았을 때
하지만 그땐
너무도 늦어버렸어
모든 게 변해버렸어
나는 너무도 초라했던 내가
너에게 말할 용기도 자신도
모두 잃어버렸어
하지만 그냥 그게
좋았었지 라고
생각했던 내가 어리석었어
그게 그렇게 힘들 줄은
난 정말로 몰랐던 걸 이제야
늦게나마 난 깨달았던 거야
이 모든 게 너에겐
변명으로 들리겠지
하지만 내 사랑은 오직 하나
너 뿐이었다는 걸
그대 이거 하나만은
알아줬으면 해
나만큼 너를 사랑해줄
사람 없다는 걸
이 모든 게 너에겐
변명으로 들리겠지
하지만 내 사랑은 오직 하나
너 뿐이었다는 걸
그대 이거 하나만은
알아줬으면 해
나만큼 너를 사랑해줄
사람 없다는 걸
돌아서는 네 모습
바라보는 내게
더 이상의 슬픔은 없어
baby
끝이 된 사랑을 놓지 못해
슬픔에 울지 못해
baby 제발
내 가슴에 젖은
내 친구의 처진 목소리
처음부터 어긋나버린
끝이 된 사랑얘기
내 친구의 아픔을
이해 못할 슬픔을
달래긴 힘겨워서
불러본다 노래
진정 네가 사랑했던
꽃잎 같은 그녈 위해
많은 시간 홀로 지내며
준비했던 사랑
그 한 송이
꽃을 피우기 위해
흘러내린 눈물은
빛을 바라지 못하고
한줌 흙이 되어 날려
수많은 날을 밤을
한숨으로 보내며 지내며
생각의 마지막에
어렵게 내려진 결론
그건 결코 쉽지 않게 내려진
그녈 위한 너를 위한
네 사랑의 결별의 종말론
언젠가는 이루지 못한
너의 둘의 안타까운 사랑이
저 하늘의 두 빛으로 만나
하늘에 줄을 긋는
별똥별이 되어
다음 생엔 그 사랑이
분명히 이뤄지길 바래
내 친구는
아직 그녈 사랑해요
하지만 그녈 위해
내 친구는 떠난대요
이런 게 사랑이라
생각하면 숨막혀요
그래서인지 내 친구는
아직 우나 봐요 bk
내 친구는
아직 그녈 사랑해요
하지만 그녈 위해
내 친구는 떠난대요
이런 게 사랑이라
생각하면 숨막혀요
그래서인지 내 친구는
아직 우나 봐요
돌아서는 네 모습
바라보는 내게
더 이상의 슬픔은 없어
baby baby
끝이 된 사랑을 놓지 못해
슬픔에 울지 못해
baby 제발"
랩/힙합,Black (Feat. 제니 of BLACKPINK),G-DRAGON,"내 심장의 색깔은 black
시커멓게 타버려 just like that
틈만 나면 유리를 깨부수고
피가 난 손을 보고 난 왜 이럴까 왜
네 미소는 빛나는 gold
하지만 말투는 feel so cold
갈수록 날 너무 닮아가
가끔씩은 karma가 뒤쫓는 것 같아
사랑의 본명은 분명히 증오
희망은 실망과 절망의 부모
어느새 내 얼굴에 드리워진
그림자가
너란 빛에서 생긴 걸 몰랐을까
너와 내 사이에 시간은 멈춘 지 오래
언제나 고통의 원인은 오해
하기야 나도 날 모르는데
네가 날 알아주길 바라는 것
그 자체가 오해
사람들은 다 애써 웃지 진실을
숨긴 채
그저 행복한 것처럼
사랑이란 말 속 가려진 거짓을
숨긴 채
마치 영원할 것처럼
우울한 내 세상의 색깔은 black
처음과 끝은 변해 흑과 백
사람이란 간사해 가끔 헛된
망상에 들어
정말 난 왜 이럴까 왜
그 입술은 새빨간 red
거짓말처럼 새빨갛게
갈수록 둘만의 언어가
서로 가진 color가 안 맞는 것 같아
사랑의 본명은 분명히 증오
희망은 실망과 절망의 부모
어느새 내 얼굴에 드리워진
그림자가
너란 빛에서 생긴 걸 몰랐을까
너를 만나고 남은 건 끝 없는 고뇌
날마다 시련과 시험의 연속 고개
이젠 이별을 노래해 네게 고해
이건 내 마지막 고해
사람들은 다 애써 웃지 진실을
숨긴 채
그저 행복한 것처럼
사랑이란 말 속 가려진 거짓을
숨긴 채
마치 영원할 것처럼
Someday 세상의 끝에 홀로 버려진 채
널 그리워 할지도 yeah
Someday 슬픔의 끝에 나 길들여진 채
끝내 후회 할지도 몰라
나 돌아갈게 내가 왔던 그 길로
BLACK
너와 내가 뜨거웠던 그 여름은 IT’S
BEEN TO LONG
나 돌아갈게 내가 왔던 그 길로
BLACK
너와 내가 뜨거웠던 그 여름은 IT’S
BEEN TO LONG
FADE AWAY FADE AWAY FADE
AWAY FADE AWAY
FADE AWAY FADE AWAY FADE
AWAY FADE AWAY"
