genre,song_name,artist,lyric
발라드,살다가,SG 워너비,"살아도 사는 게 아니래
너 없는 하늘에
창 없는 감옥 같아서
웃어도 웃는 게 아니래
초라해 보이고
우는 것 같아 보인대
사랑해도 말 못 했던 나
내색조차 할 수 없던 나
나 잠이 드는 순간조차
그리웠었지
살다가 살다가 살다가 너 힘들 때
나로 인한 슬픔으로
후련할 때까지
울다가 울다가 울다가 너 지칠 때
정 힘들면 단 한 번만 기억하겠니
살다가
웃어도 웃는 게 아니래
초라해 보이고
우는 것 같아 보인대
사랑해도 말 못 했던 나
내색조차 할 수 없던 나
나 잠이 드는 순간조차
그리웠었지
살다가 살다가 살다가 너 힘들 때
나로 인한 슬픔으로
후련할 때까지
울다가 울다가 울다가 너 지칠 때
정 힘들면 단 한 번만 기억하겠니
우린 마지못해 웃는 거겠지
우린 마지못해 살아가겠지
내 곁에 있어도 나의 곁에 있어도
눈물나니까
살다가 살다가 살다가 너 힘들 때
나로 인한 슬픔으로
후련할 때까지
태워도 태워도 태워도 남았다면
남김없이 태워도 돼
후련할 때까지
나 살다가
나 살다가"
발라드,사랑의 인사,씨야,"비내리는 거릴 좋아 했었죠
우산없이 나와 함께 걸었죠
다시 내리는 비에 그대 생각나
눈물날 것 같은데
둘이 걷다보면 나를 위해서
습관처럼 왼쪽 편에 세웠죠
내 여자라고
내가 지켜야 한다고
버릇처럼 말했죠
좋은 사람 꼭 만날 거라 했는데
그 약속 지키지 못할 것 같아
내겐 그대가 하나뿐이라
다른 사랑 못할 것 같아요
이제는 나를 찾아오지 말라고
가슴에 멍드는 말을 하고서
지나가는 발소리 그대이기를
원하고 또 원하죠

가끔 그대 어깨 기대 잠들면
아무 말도 없이 안아주었죠
고마웠다고 이젠 말할수 있는데
그댄 어디 있나요
좋은 사람 꼭 만날 거라 했는데
그 약속 지키지 못할 것 같아
내겐 그대가 하나뿐이라
다른 사랑 못할 것 같아요
이제는 나를 찾아오지 말라고
가슴에 멍드는 말을 하고서
지나가는 발소리 그대이기를
원하고 또 원하죠
보고파 소리쳐봐도
그리워 불러도
닿을 수가 없는 그댄가봐
이젠 나를 잊었나봐

그대가 못난 바보라고 할까봐
내 사랑 너무나 아낀 것 같아
괜한 자존심 하나 때문에
사랑한단 말도 못했어요
못잊어 그립다는 말도 못하고
그대가 나를 또 찾지 않을까
지나가는 발소리 그대이기를
원하고 또 원하죠"
발라드,이 소설의 끝을 다시 써보려 해,한동근,"시계가 반대로 돌아가고 있어
TV속 영화가 되감아지고 있어
내렸던 빗물이 올라가고 있어
잊었던 기억이 돌아오고 있어
도로 위에 차들이
반대로 달리고
온 세상의 모든 게 다
거꾸로 움직여
지금 나는 계속 반대로
뒷걸음질 치며
그날의 너에게 돌아가고 있어
운명 같은 만남 너무 아픈 결말
난 이 소설의 끝을
다시 써보려 해
내 한 권의 사랑 마지막 장면엔
니가 있어야 해
그래야 말이 되니까
한 장씩 한 장씩 뒤로 넘겨 지며
아팠던 일기가 지워지고 있어
가루 낸 사진이 모여들고 있어
버렸던 미련이 돌아오고 있어
삼켰던 내 눈물이
다시 뱉어지고
뱉었던 그 모진 말은
다시 삼켜지고
지금 나는 계속 반대로
뒷걸음질 치며
그날의 너에게 돌아가고 있어
운명 같은 만남 너무 아픈 결말
난 이 소설의 끝을 다시 써보려 해
내 한 권의 사랑 마지막 장면엔
니가 있어야 해 그래야 말이 돼
여기야 우리가 이별한
그 슬픈 페이지
내 앞에서 니가 서서 울고 있어
너에게 묻고 싶어 너만 괜찮다면
난 이 소설의 끝을 다시 써보려 해
내 한 권의 사랑 마지막 장면엔
니가 있어야 해
그래야 말이 되니까"
발라드,비가 오는 날엔,비스트,"세상이 어두워지고
조용히 비가 내리면
여전히 그대로
오늘도 어김없이 난
벗어나질 못하네
너의 생각 안에서
이제 끝이라는 걸 알지만
미련이란 걸 알지만
이제 아닐 걸 알지만
그까짓 자존심에
널 잡지 못했던 내가
조금 아쉬울 뿐이니까
비가 오는 날엔 나를 찾아와
밤을 새워 괴롭히다
비가 그쳐가면 너도 따라서
서서히 조금씩 그쳐가겠지
취했나 봐 그만 마셔야 될 것 같애
비가 떨어지니까
나도 떨어질 것 같애
뭐 네가 보고 싶다거나 그런 건 아냐
다만 우리가 가진 시간이
좀 날카로울 뿐
네가 참 좋아했었던 이런 날이면
아직 너무 생생한 기억을 꺼내놓고
추억이란 덫에 일부러 발을 들여놔
벗어나려고 발버둥조차 치지 않아
이젠 너를 다 지워냈지만
모두 다 비워냈지만
또다시 비가 내리면
힘들게 숨겨놨던 너의 모든 기억들이
다시 돌아와 널 찾나 봐
비가 오는 날엔 나를 찾아와
밤을 새워 괴롭히다
비가 그쳐가면 너도 따라서
서서히 조금씩 그쳐가겠지
너에게로
이젠 돌아갈 길은 없지만
지금 행복한 너를 보며
난 그래도 웃어볼게
널 잡을 수 있었던
힘이 내겐 없었으니까
비가 오는 날엔 나를 찾아와
밤을 새워 괴롭히다
비가 그쳐가면 너도 따라서
서서히 조금씩 그쳐 가겠지
어차피 끝나버린 걸
이제와 어쩌겠어
뒤늦게 후회나 하는 거지
덜떨어진 놈처럼
비는 항상 오니까 계속 반복되겠지
그치고 나면 그제서야 나도 그치겠지
비는 항상 오니까 계속 반복되겠지
그치고 나면 그제서야 나도 그치겠지"
발라드,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)","오늘은 뭔가 좀 다른 기분 Feeling
이젠 때가 된 것 같은 느낌 Love U
하늘에선 마침 눈이 내려
Now It's Falling
뭔가 잘 될 것 같은 예감
하얀 거리마다
행복해 보이는 연인들
니 맘은 어떤지 내 맘과 같은지
우리 시작해볼까
오늘은 괜찮을까요
내 맘이 전해질까요
내리는 하얀 눈처럼
너에게 닿을까요
숨겨왔던 내 맘 전부 고백할게요
바로 오늘 크리스마스이니까
사실 그대도
조금은 기댈 했잖아요
못 이기는 척 웃는 너
그런 니가 사랑스러워
오늘은 괜찮을까요
내 맘이 전해질까요
내리는 하얀 눈처럼
너에게 닿을까요
숨겨왔던 내 맘 전부 고백할게요
바로 오늘 크리스마스
많은 사람들 속에
너만 내 눈에 보여
의상 좋고 머리도 괜찮고
얼굴 상태 나쁘지 않아
오늘만 기다렸단 말야
눈치껏 눈도 내린단 말야
또박또박 연습한 멘트
뚜벅뚜벅 걷는 발걸음이
벌써 네 앞에 도착했어
올해 크리스마스 선물은 나야
귀요미 루돌프 남
오늘이야 메리 크리스마스
조금만 더 용길 낼게
이 순간이 지나버리면
널 놓칠지 몰라
진심이 더 진심처럼 느껴지는 게
바로 오늘 크리스마스이니까
너와 나 영원히
Christmas Love"
발라드,...사랑했잖아...,린,"나만 원한다 했던 말도
지켜준다던 약속들도
아무렇지 않은 표정으로
버리고 있잖아
너만 바라본 많은 날들
물거품이 돼버린 오늘
또 아무렇지 않게 웃고있을 너잖아
정말 좋았잖아 행복 했었잖아
가슴아픈 그런 일들도
견뎌냈던 우리잖아
제발 그러지마라 아직 사랑하는 날
너도 알고 있잖아
매일밤 울며 전화하는 날
낯설만큼 차가운 니 목소릴 들어도
바보처럼 난 너를 못잊어 이렇게

알면서도 시작한 만남
그녀에게 미안한 맘만
하루하루 지날수록 커진
내 헛된 욕심들
많이 부담스러웠겠지
니 자릴 찾으려 했겠지
난 알고 있었어
닫혀진 너의 마음을
정말 좋았잖아 행복 했었잖아
가슴아픈 그런 일들도
견뎌냈던 우리잖아
제발 그러지마라 아직 사랑하는 날
너도 알고 있잖아
매일밤 울며 전화하는 날
낯설만큼 차가운 니 목소릴 들어도
바보처럼 난 니가 행복하길 바래
다시 나에게 너라는 기회가 온다면
놓치지 않을텐데 니 손 꼭 잡을텐데
니가 원했던 만큼
많이 원했던 만큼
잘해주지 못한 날
미안해 용서해 이해해줘
끝까지 이기적인거
이것도 이해해줄래
바보같은 날 마지막까지
이렇게 마지막 까지 미안해"
발라드,걱정말아요 그대,이적,"그대여 아무 걱정 하지 말아요
우리 함께 노래 합시다
그대 아픈 기억들 모두 그대여
그대 가슴에 깊이 묻어 버리고
지나간 것은 지나간 대로
그런 의미가 있죠
떠난 이에게 노래 하세요
후회없이 사랑했노라 말해요
그대는 너무 힘든 일이 많았죠
새로움을 잃어 버렸죠
그대 슬픈 얘기들 모두 그대여
그대 탓으로 훌훌 털어 버리고
지나간 것은 지나간 대로
그런 의미가 있죠
우리 다 함께 노래 합시다
후회없이 꿈을 꾸었다 말해요
지나간 것은 지나간 대로
그런 의미가 있죠
우리 다 함께 노래 합시다
후회없이 꿈을 꾸었다 말해요
지나간 것은 지나간 대로
그런 의미가 있죠
우리 다 함께 노래 합시다
후회없이 꿈을 꾸었다 말해요
새로운 꿈을 꾸겠다 말해요"
발라드,그녀를 사랑해줘요,하동균,"잠깐 기다려줄래
지금 데리러 갈게
왜 자꾸 울기만 하니
말해 말해 어디에 있니
니가 사랑하는 사람이
너를 두고 간 거니
집으로 데려다 줄게
가자 가자 바람이 차가우니까
너를 울리는 그 사람이
뭐가 그렇게 좋으니
너는 모르지 너만 모르지
너를 사랑하는 내 맘을
걸음이 느린 내가
먼저 가지 못해서
내 자릴 뺏긴 아픈 사랑을
너의 웃는 모습이
누구 보다 예쁜지
그 사람 알기나 하니
정말 정말 알고도 너를 울리니
이름 모르는 당신에게
부탁 하나만 하는데
사랑해줘요 사랑해줘요
내가 사랑하는 그녀를
당신이 나 대신에 가진
나의 그녀를
함부로 다룰 생각하면 안 돼요
사랑해줘요
내 마음도 몰라주는 그녀를
그녀가 사랑하는 사람
당신이니까
나 보다 많이 사랑해줘요
다시는 울리지는 말아요"
발라드,바람이 불었으면 좋겠어,길구봉구,"웃는 모습이 너무 아름다운
그런 너를 기억하면서
괜찮아 넌 잘할거라 말하던
또 그런 너를 기억하면서
뭐가 그리 내 눈에 깊이 박혔는지
너무 선명해서 이젠
보낼수가 없잖아
바람이 불었으면 좋겠어
널 잊어내도록 널 씻어 내도록
바람이 불었으면 좋겠어 남은
마음까지도 멀리멀리
날아갈 수 있도록
어느새 너의 얼굴을 떠올려
또 그런 나를 바라보면서
뭐가 그리 내눈에 깊이 박혔는지
너무 선명해서 이젠
보낼수가 없잖아
바람이 불었으면 좋겠어
널 잊어내도록 널 씻어 내도록
바람이 불었으면 좋겠어 남은
마음까지도 멀리멀리 날아갈 수
있도록
엉켜버린 나의 마음이 다시금
너로 제자릴 찾아가 워
머릴 흔들어봐도 억지로 다른
생각을 해도 나는 너만
내얘길 들었으면 좋겠어 닿을 수
있도록 널 볼 수 있도록
내얘길 들었으면 좋겠어 흔들 수
있도록 날 볼 수 있도록
바람이 불었으면 좋겠어 내 맘
전해지도록 너에게로 다시
갈수있도록"
발라드,다시 사랑한다 말할까,김동률,"마치 어제 만난 것처럼
잘있었냔 인사가 무색할 만큼
괜한 우려였는지
서먹한 내가 되려 어색했을까
어제 나의 전활 받고서
밤새 한숨도 못 자 엉망이라며
수줍게 웃는 얼굴
어쩌면 이렇게도 그대로일까
그땐 우리 너무 어렸었다며
지난 얘기들로 웃음짓다가
아직 혼자라는 너의 그 말에
불쑥 나도 몰래 가슴이 시려
다시 사랑한다 말할까
조금 멀리 돌아왔지만
기다려왔다고
널 기다리는게
나에게 제일 쉬운 일이라
시간이 가는 줄 몰랐다고
다시 사랑한다 말할까
여전히 난 부족하지만
받아주겠냐고
널 사랑하는게
내삶에 전부라
어쩔 수 없다고 말야
그땐 사랑인줄 몰랐었다며
가끔 내 소식을 들을때마다
항상 미안했단 너의 그 말에
불쑥 나도 몰래 눈물이 흘러
다시 사랑한다 말할까
언젠가는 내게 돌아올
운명이었다고
널 잊는다는 게
나에게 제일 힘든 일이라
생각 조차 할 수 없었다고
다시 사랑한다 말할까
좋은 친구처럼
편하게 받아주겠냐고
다시 태어나도
널 사랑하는게
내 삶에 이유란 말야
다시 사랑한다 말할까
조금 멀리 돌아왔지만
기다려왔다고
널 기다리는게
나에겐 제일 쉬운 일이라
시간이 가는 줄 몰랐다고
다시 사랑한다 말할까
여전히 난 부족하지만
받아주겠냐고
널 사랑하는게
내삶에 전부라"
발라드,소녀,오혁,"내 곁에만 머물러요 떠나면 안돼요
그리움 두고 머나먼 길
그대 무지개를 찾아올 순 없어요
노을 진 창가에 앉아
멀리 떠가는 구름을 보면
찾고 싶은 옛 생각들 하늘에 그려요
음 불어오는 차가운 바람 속에
그대 외로워 울지만
나 항상 그대 곁에 머물겠어요
떠나지 않아요
노을 진 창가에 앉아
멀리 떠가는 구름을 보면
찾고 싶은 옛 생각들 하늘에 그려요
음 불어오는 차가운 바람 속에
그대 외로워 울지만
나 항상 그대 곁에 머물겠어요
떠나지 않아요
내 곁에만 머물러요 떠나면 안돼요"
